Product,Rating,Content
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 3,"Barang ok,tapi sayang pelayanan kurang memuaskan"
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,Ringan dipakai .
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,"kaget pas liat barangnya ga dikasih bubble wrap, kardusnya penyok. untung produk nya aman. pengiriman juga agak lamaKelengkapan sesuai."
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,"Pesan warna navy dan merah, datangnya warna navy dan hitam. Tapi gpp lah, barangnya berfungsi dgn baik."
Smart Watch Smartwatch M4 Anti Air Support Android dan Iphone - Hitam - Hitam,bintang 1,barang tidak menyala sama sekali. sudah di cas lama. samph
Smart Watch Anti Air Support Android IOS Original 100%,bintang 4,"Harga segini bisa connect ke hape, Keren lah."
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 1,"produknya kualitasnya bermasalah dan baru hari ke dua sudah matot dan tdk lg bisa dicharger, jadi mungkin barangnya kw."
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,Barang sudah sampai dengan baik. sudah di testing. dengan harga murah sudah ada uji 0ksigen dlm darah. mantap jiwa...
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 1,"Kalau ada nilai minus maka saya akun mengklik itu.

saya pesan 2 m5 dengan warna navy dan black,
namun barang yang sampai malah navy ke2 2 nya, penjual tdak blang stock h... "
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 3,"Paking hanya dibungkus plastik hitam tipis,tidak safe sama sekali. Pesanan tidak sesuai,order Navy yg datang Hitam padahal di chat bilang Navy ready. Music controller tid... "
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,Produk sesuai. Kualitas lumayan. tidak ada tombol on off. Kemasan rapi.
Smart Watch Smartwatch M4 Anti Air Support Android dan Iphone - Hitam - Hitam,bintang 1,Ngga sesuai gambar  trus ga ada chargenya.. not recommend
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 1,barang tidak dicek terlebih dahulu.... barang rusak tidak digubris ^^ ... udah 2 minggu chat di pusat resolusi didiamkan saja.. susah kalo bossnya banyak duit
Smart Watch Anti Air Support Android IOS Original 100%,bintang 1,g nyala bang
Smart Watch Anti Air Support Android IOS Original 100%,bintang 2,"- 1 dari 3 barang tidak bisa di charge, dah coba pake charger hp, power bank, usb PC tetap ga bisa penuh 
- Packing nya cuma kantong plastik aja,
baru kali ini Nemu offic... "
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 2,tidak bisa connect ke aplikasi fitpro
Smart Watch Anti Air Support Android IOS Original 100%,bintang 4,bolehlah nggak buruk2 amat
Smart Watch Smartwatch M4 Anti Air Support Android dan Iphone - Hitam - Hitam,bintang 3,barang tidak sesuai foto. tidak dapat dock charger. hanya perangkat dan gelangnya. tidak ada sensor untuk denyut nadi? bagian belakang banyak baret2.
Smart Watch Smartwatch M4 Anti Air Support Android dan Iphone - Hitam - Hitam,bintang 4,barang sesuai deskripsi....pengiriman super cepat  .seller fast respon...
Smartwatch T500 Full Touch Screen Anti Air IP67 - Hitam,bintang 1,stupidwatch
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,"Kualitas sesuai dg harga,, cuma pengemasannya ngasal,, sampe rumah kemasannya penyok dan gak berbentuk"
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,Sesuai deskripsi dan cepet sampe thx gan 
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,sesuai harga 😂😂
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 2,"baru pakai 2 hari sdh rusak, touch button tdk berfungsi lg"
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 3,"Bubble warp selembar cuma buat wadah packingnya aj, dikirim ke jatim sampai penyok kemasannnya. Kejar diskonnya ok tapi packing mohon diperbaiki.
layarnya jdi lecet, Ini... "
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,"pengiriman lama pake banget kardus penyok2 ,. untungnya masih berfungsi jam tsb"
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 3,Barang baru diteima setelah 3 hari lewat dari batas pengiriman dan status pengiriman tidak jelas
Smartwatch T500 Full Touch Screen Anti Air IP67 - Hitam,bintang 1,beli jam yg dateng headphone
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 1,pesen 2 yg dateng cuma 1
Eggel Valor Amoled SmartWatch / Smart Watch / Band,bintang 4,"seller sangat ramah & responsif
barang cakep, cocok utk yg lingkar tangannya kecil, layar amolednya enak di mata"
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,"Lumayanlah, cocok buat anak saya"
Smartwatch M7 NEW 2022 Play Music Custom Dials Smartband - M7 Black,bintang 1,tidak sesui pesan biru dikirim hitam
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,"brng elektronik mstiny pke buble, tp ini tdk. 

disayangkan"
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,Brg berfungsi baik & harga murmer
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 3,tidak bisa koneksi dengan app di hp
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 3,barang udah sampe cm msh harus install app nya jadinya gak langsung siap pakai
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,Dari Packaging seadanya dan kelengkapannya sesuai ada Charger & Panduan Penggunaan. Ringan dipakai . Kualitas sesuai harganya
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,Barang sesuai hanya saja datang tanpa box
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,Cara setting-nya gampang. Ringan dipakai . Fitur mudah digunakan. Baterai awet.
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 2,"saat ini berfungsi dengan baik. baterai tahan seharian. sesuai harga. semoga awet barangnya. namun setelah digunakan selama 20 hari, salah satu device sudah mati total. d... "
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 3,minta napi. D kasih item...... untung plase sale. belinya..... g bisa konek ke poco gue kwkwkwkwk
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,susah settingnya ..wajarlah dpt gratis dri tokopedia.mksih seller mksih tokped
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,"Barang sdh diterima kemarin siang, packing rapih. Kiriman nyanykut dikurir 3 hari baru sampe gan. Biasanya 1-2 hari sentil kurirnya gan!"
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,Kelengkapan sesuai. Ringan dipakai .
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,"Lumayan, harga murah"
Smart Watch Smartwatch M4 Anti Air Support Android dan Iphone - Hitam - Hitam,bintang 1,"Barang ga sesuai foto, masih kurang bijak juga dalam menilai?"
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 1,sangat kecewa.karna g ada doc charger
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 1,sangat mengecewakan...yg di order dengan yg dikirim tidak sama..order M6 Yg dikirim M4
Smart Watch Anti Air Support Android IOS Original 100%,bintang 1,"Barang diterima tp tidak bisa nyala 
Dan tidak Ada chargernya juga"
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 2,Pengiriman lamaaaaaa...........
Smart Watch Anti Air Support Android IOS Original 100%,bintang 2,"Baterenya tidak tahan lama, dan jamnya tidak bisa diatur."
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,"Produk sesuai, kualitas ok sesuai harga lah....  Top"
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 3,Padahal aku beli bedah warna kok malah dapat semua hitam dan juga packing ya kurang bagus
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,Barangnya original 👍
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 1,***
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 1,"pembohong, yg dikirim m4"
Smartwatch M7 NEW 2022 Play Music Custom Dials Smartband - M7 Black,bintang 1,tidak sesuai dengan gambar dan dus nya. berbohong dalam berjualan. berbeda versi
Smart Watch Smartwatch M4 Anti Air Support Android dan Iphone - Hitam - Hitam,bintang 3,koneksi nya putus nyambung..pas coba dikonek ulang lama nya minta ampun
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,Lumayan jam nya
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 1,"yang datang type M5 hrgnya lbh murah, dikasih solusi ditukar tp ongkir ga jelas siapa yg nanggu, toped juga mediasinya lebih berpihak ke penjual seharusnya ada solusi yg... "
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,"Kelengkapan sesuai. coba sedikit kecewa packing tdk pakai bubble wrap & pesen warna navy, yg datangnya warna hitam"
Smart Watch Smartwatch M4 Anti Air Support Android dan Iphone - Hitam - Hitam,bintang 1,bad attitude gantonproduk seenaknya tanpa konfirmasi .. barang dikirm balik dibilanv belom terima .  proses ke tokopedia lamaaaaaaaaaaa..
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 1,barang tdk sesuai deskripsi. kebiasaan jam sering mati.
Smart Watch Anti Air Support Android IOS Original 100%,bintang 1,Tidak layak jual
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,ok
Smart Watch Smartwatch M4 Anti Air Support Android dan Iphone - Hitam - Hitam,bintang 4,sesuai pesanan terima kasih
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,"duss penyok,yg penting mah nyala.
ok lah.
sesuai harga."
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 1,tidak sesuai warna
Smart Watch Smartwatch M4 Anti Air Support Android dan Iphone - Hitam - Hitam,bintang 2,padahal udh pesen tali nya warna item eh dateng yg biru navy
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,"pesana M6 yg datang M4, pesan 4 warna yg datang 1 warna... ituaja"
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,"jika dibandingkan dengan harga, kualitas sangat baik."
Smart Watch Anti Air Support Android IOS Original 100%,bintang 2,Kecewa deskripsi ama brg yg dtg gak sesuai :( kecewa dah foolwatch manual setting nya kagak ada
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,"Barang dapat digunakan ,namun tidak dibungkus dgn kotaknya"
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 2,lumayan bs d pakai..
Smartwatch T500 Full Touch Screen Anti Air IP67 - Hitam,bintang 1,"jam tidak hidup sm sekali walau sudah d charge, harusnya d cek dulu sebelum kirim, maaf sy kasih bintang 1"
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,terima kasih
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 3,"Respon penjual lambat, sepertinya TDK butuh pembeli"
iWatch Smart Watch Series 5 by Pods Indonesia - Putih,bintang 1,kotaknya robek dong sepanjang itu ckck
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,.
Smart Watch Anti Air Support Android IOS Original 100%,bintang 3,barang nya lumayan sesuai sama harga nya pengaturan nya lumayan gampang asal bisa masuk ke app nya tapi proses pengiriman nya cepat
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,"Pengirimannya cepet, barang bagus, kualitas maksimal❣️"
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 4,"packing aman, semoga amazfitnya bisa dipakai"
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 1,"Jika tdk terima Dropshiper bilang terus terang! Barang dikirim bkn atas nama Toko aq, mau nikung Pelanggan aq ya? Sungguh terlalu"
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,Barang bagus normal semua 
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 1,"pin 📍 pengunci gelang-nya ternyata putus, jd saya tidak bisa menggunakannya"
Smart Watch Smartwatch M4 Anti Air Support Android dan Iphone - Hitam - Hitam,bintang 1,dicharge tidak bisa. sampai sudah tdk segel. parah ini. laen kali jual brg yg beneran napa?ms charge ud 5 jam bgt dicabut mati kg bs nyala jg
Smart Watch Anti Air Support Android IOS Original 100%,bintang 4,agak susah nyambungin ke appsnya
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 3,"Ringan dipakai . 
packing kurang bagus kena hujan tembus  
alhamdulillah barang nda rusak"
Smart Watch Anti Air Support Android IOS Original 100%,bintang 4,"barangnya bagus, cuman packingnya horor"
Smart Watch Anti Air Support Android IOS Original 100%,bintang 4,"Tampilan cukup bagus tapi terkadang sulit untuk pairing, pengukuran tensi tidak akurat, fungsi yg lainnya cukup ok dgn harganya"
OLIKE SMARTWATCH TOUCH SCREEN GPS WATERPROOF SPORT HEALTH TRACKER W11 - Biru,bintang 2,"setelah sy pakai krg lebih 1 bulan, displaynya meredup, sehingga sy tdk bs melihat indikator yg ada"
Smart Watch Anti Air Support Android IOS Original 100%,bintang 1,"jam dikrm terpisah,sy mau pasang gk bs,hidupin sj gk BS,dichaat gk dibis,mbok tlg jd seller klo dichatt dibks doonk,pembeli kecewa BK brg gk bs dipasang,boro2dipake😌"
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 1,sebelumnya udah minta cancel tapi barang tetap dikirim
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,kardusnya hancur..untung barangnya gak
Smartwatch M7 NEW 2022 Play Music Custom Dials Smartband - M7 Black,bintang 1,"Penjual tidak amanah, barang yang datang kurang dan itu ada bukti video unboxing nya, tidak ada kepala charger nya, jam gak mau hidup. jadi cuma beli barang sampah dari t... "
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 1,tidak bisa di charges
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 3,sedih klo di ceritain mah.. sampe skrg itu g bisa di jln normal.. mo di buang sayangg dibuang bikin kesel.. dh kemasan paket nya kyk main2 1 lapis dwank.. haduh.. padahal... 
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 1,"produk ga bisa konek ke aplikasi, angka yg keluar random"
Smart Watch Anti Air Support Android IOS Original 100%,bintang 2,memang sesuai harga barang ya 50.000..jangan berekspektasi tinggi...
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,Barng oke. Baguss sesuai deskripsi
Smart Watch Smartwatch M4 Anti Air Support Android dan Iphone - Hitam - Hitam,bintang 1,tidak berfungsi dengan baik
Smart Watch Smartwatch M4 Anti Air Support Android dan Iphone - Hitam - Hitam,bintang 3,Ringan dipakai .
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 1,Gak bisa connect bluetooth
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 1,barang tidak bisa dipakai. tidak bisa terkoneksi ke HP dengan aplikasinya
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,trimakasih barang sudah sampe. semoga ada diskon dan bisa pesan lagi.Kelengkapan sesuai.
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 1,"barang ku di kirim gak sampai tujuan keterangan nya di terima orang gak di kenal, JNE lepas tangan, trus komplain ke siapa?"
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,respon dan pengiriman cepat
Smart Watch Anti Air Support Android IOS Original 100%,bintang 4,"barang sesuai harga, coba fungsi tekanan darah, aneh kaya gak terlalu bener kaya jalan sendiri..tes jalan berhitung sendiri padahal lagi duduk, sinkronasi pengaturan bisa... "
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,Yayayayaya Yayayayaya Yayayayaya Yayayayaya Yayayayaya Yayayayaya Yayayayaya Yayayayaya Yayayayaya Yayayayaya Yayayayaya Yayayayaya Yayayayaya Yayayayaya Yayayayaya Yayay... 
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 3,gaaa bisa2 di setting...pengirimannya sih cepat cm ini kok pas mau di setting gaa bisa2
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 1,aneh kalian suka² hati meremehkan org lain.. jelas2 sy milih M6 kalian kasi yg bukan kecuali kalian ga bisa baca yg ga mungkin amat.. walaupun berfungsi utk apa dikasi pi... 
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 3,Barang kurang sesuai dengan deskripsi.  Tapi lumayan cukup baik
Smart Watch Smartwatch M4 Anti Air Support Android dan Iphone - Hitam - Hitam,bintang 1,Sesuai harga
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,"awal dicoba nyala, stelah baterai habis di cas lgs mati total"
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 1,Barang rusak di juall parah sangat kecewaa ..
Smart Watch Smartwatch M4 Anti Air Support Android dan Iphone - Hitam - Hitam,bintang 4,"Pesen M5 black, datang M6 dark blue tanpa ada konfirmasi. tp baiklah gpp, namanya brg murah pasti KW. settingnya jg lumayan rumit ya..."
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,"installer BT di hp error terus, tapi bisa konek. overall puas, sesuai harga"
Smart Watch Smartwatch M4 Anti Air Support Android dan Iphone - Hitam - Hitam,bintang 3,Ringan dipakai
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 1,"masa dia minta utk bisa akses seluruh handphone.
kita jadi insecure"
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 1,Baru 1 hari mati total tidak bisa dicharge
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,barang sesuai harga packing parah cuma kntong kresek dilakban
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 1,"Tidak ori dan tidak bagus kualitasnya dari gambar, cara pemakaian, dan ukuran (tidak sesuai deskripsi)"
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,Barangnya original 👍. Kelengkapan sesuai. Ringan dipakai . Baterai awet. Fitur mudah digunakan. Cara setting-nya gampang.
Smart Watch Smartwatch M4 Anti Air Support Android dan Iphone - Hitam - Hitam,bintang 4,bagus. hanya baterai cepat habis
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,"ya lumayan utk hrg sgini... smg awet.. tp jujur diluar espektasi saya
. ya tp harga berbicara.. hehe.."
Smart Watch Anti Air Support Android IOS Original 100%,bintang 1,gak bsa konek ke hp dan akhirnya gak kepake..cuma buat pajangan saja..
OLIKE SMARTWATCH TOUCH SCREEN GPS WATERPROOF SPORT HEALTH TRACKER W11 - Biru,bintang 4,Di product IPX7 actualnya IP67 ya sud
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 2,.
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,"sesuai dengan fotonya kualitasnya oke,cuma petunjuknya gak ada bahasa indonesia"
Smart Watch Smartwatch M4 Anti Air Support Android dan Iphone - Hitam - Hitam,bintang 4,Ringan dipakai .
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 1,batang tidak sesuai dgn fotonya
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 1,tidak sesuai kenyataan
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,"Joshhhhhhhhhhhhhh.,,,,,,,,,,"
Smart Watch Anti Air Support Android IOS Original 100%,bintang 4,"Sebenernya agak drama sama jamnya, awal kirim rusak. Trus udah diganti yg baru. Agak emosi dulu kita ya baru responnya cepet wkwkwk. Makasih ya seller dah digantiin walau... "
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 2,Sangat tidak puas
Smart Watch Smartwatch M4 Anti Air Support Android dan Iphone - Hitam - Hitam,bintang 4,"Order merah dikirim item, order biru dikirim item"
Smart Watch Anti Air Support Android IOS Original 100%,bintang 4,barang sesuai Deskripsi... pelayanan cepat respon.
Smart Watch Anti Air Support Android IOS Original 100%,bintang 4,"untuk harga hanya 50k an, sangat bermanfaat."
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 1,dikirim biru
Smart Watch Anti Air Support Android IOS Original 100%,bintang 1,tidak ada petunjuk pemakaian dan nda ada respon penjual nya
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,"barang mendarat dengan selamat...kurir ramah,Tp barang'a di chas lama penuh padahal sudah sejam,trus engga ada aplikasi kameranya"
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 3,Minus pengiriman telat tapi puas rekomen seller deh 
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,.............trm kasih gan............
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,Ringan dipakai . Kelengkapan sesuai.
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,"sesuai dengan yang diiklankan, thanks seller!"
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 3,Kelengkapan sesuai.
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 2,baterai gaawet
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 1,tidak sesuai pesanan
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 1,Bintang 1 aja cukup ......
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 3,barang sudah diterima dengan baik... terimakasih...
Smart Watch Smartwatch M4 Anti Air Support Android dan Iphone - Hitam - Hitam,bintang 1,"Di charger gak nyala sama sekali, udh pake colokan ataupun powerbank sama saja"
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 1,1 mgg rusak
Smart Watch Smartwatch M4 Anti Air Support Android dan Iphone - Hitam - Hitam,bintang 3,kFitur kurang mudah digunakan.
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 3,"maaf saya pesenya merah dikirimnya hitam ,tapi ya gpp.."
Smart Watch Anti Air Support Android IOS Original 100%,bintang 4,"saya sempat kecewa kr delivery seminggu, tapi produknya sesuai dg pesanan, packing rapi, CS sgt bantu dan ramah dlm Bimbingannya. recommended"
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 1,Awalnya penjual menerima komplainan saya untuk dikirimkan kekurangan barang tanpa bukti video.. namun pada akhirnya toko ingkar janji..
Smart Watch Smartwatch M4 Anti Air Support Android dan Iphone - Hitam - Hitam,bintang 4,"belum bisa pakainya, masih bingung setting nya"
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,Barang sesuai cuma packing gk rapih
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 4,barang resmi masih segel cm proses& pengiriman agak lambat
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 2,kurang buku panduannya
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 2,Jamnya bgus tapi bahan gelangnya kya mainan
Smart Watch Anti Air Support Android IOS Original 100%,bintang 4,"barang sudah sampai dengan selamat, barang berfungsi dengan baik, semoga barang bisa awet aminn"
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,"Lumayan lah walau KW 😂
Cuma masih bingung setting cuaca kaya gimana ya? padahal setting yg lain ga ada masalah."
Smartwatch M7 NEW 2022 Play Music Custom Dials Smartband - M7 Black,bintang 4,bagus
Smartwatch T500 Full Touch Screen Anti Air IP67 - Hitam,bintang 4,penjual responsif dan membantu
Smart Watch Anti Air Support Android IOS Original 100%,bintang 4,mtp🤸‍♀️
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 2,"ga sesuai barangnya😅, di.iklan full screen ...kenyataan coba diliat poto yg saya kirimkan....capeee dehhh......"
Smart Watch Anti Air Support Android IOS Original 100%,bintang 3,barang pertama dikirim agak bermasalah. lalu dikirim barang pengganti. sekarang lg di tes.wajar sih harga murah meriah. tapi alhamdulillah tokonya tanggung jawab.makasih... 
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 1,"jam tidak nyala di sentuh, sudah dicoba charge tp ga nyala juga"
"Amazfit Bip 3 Smartwatch 1.69"" Ultra-large Color Display 50 watch face - Hitam",bintang 4,"Kulaitas dan fitur sesuai
Packaging aman"
Smart Watch Smartwatch M4 Anti Air Support Android dan Iphone - Hitam - Hitam,bintang 3,barangnya sampai bagus tpi dia sedikit tua dan mudah patah semoga di cek lgi ya jamnya
Smartwatch T500 Full Touch Screen Anti Air IP67 - Hitam,bintang 1,barang yg dikirim rusak tidak bisa nyala
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,dengan harga segini ini sdh lumayan banget
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,Cara setting-nya gampang. Ringan dipakai . Kelengkapan sesuai. Baterai awet.
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,"pengiriman cepat, tapi barang biasa saja"
Smartwatch A1 GSM - Smart Watch U10 - Hijau,bintang 4,"ini pembelian saya yg kedua kalinya, barang sesuai pesanan, hanya pengirimannya lama sekali, tidak seperti pembelian yang pertama"
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 2,Sama sekali gak bs disetting dan ini KWnya KW jd palsu banget dan barcode jg gak bs diakses walau udah foto banget. kecewa banget tokopedia ada ksh panggung 'live&#39... 
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 4,cepat banget barang sampai
Smart Watch Anti Air Support Android IOS Original 100%,bintang 3,"sempet awalnya gak nyala dan minta penggantian,,lumayan lah harga murah walaupun kecewa gak sesuai harapan karena ada perbedaan sama deskripsi barangnya.cuma sayangnya ba... "
Smart Watch Anti Air Support Android IOS Original 100%,bintang 1,pake sehari langsung mati total
Smartwatch M6 NEW 2021 Play Music Custom Dials Smartband - M4 BLACK,bintang 1,"Charger rusak, pada waktu kirim tidak di periksa. barang tidak bisa digunakan.
TIDAK REKOMENDASI"
